name,id,primaryCuisineId,address,chainCode,chainName,chainMainCode,cuisines,heroImage,heroListingImage,latitude,longitude,minimumDeliveryTime,minimumDeliveryTimeUpperLimit,minimumDeliveryTimeLowerLimit,minimumOrderAmount,minimumPickupTime,postCode,rating,urlKey,reviewNumber,vendorPoints,webPath,legalName,tradeRegisterNumber,customerPhone,vertical,deliveryProvider,isActive,is_best_in_city,is_new,is_delivery_enabled,is_pickup_enabled,is_service_fee_enabled,is_test,is_promoted
Shops Dual Listing,92415,0,bahria town tower,,,,,https://images.deliveryhero.io/image/fd-pk/LH/k40c-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/k40c-listing.jpg,24.8652734,67.05607993,0,,,0,15,72200,0,shops-dual-listing,0,0,https://foodpanda.pk/restaurant/k40c/shops-dual-listing,IGNORE ACCOUNT,+923342078138,+923342078138,"bakery, bakery_and_dessert",platform_delivery,true,false,false,true,false,false,false,false
Shops Dual Listing,92415,0,bahria town tower,,,,,https://images.deliveryhero.io/image/fd-pk/LH/k40c-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/k40c-listing.jpg,24.8652734,67.05607993,0,,,0,15,72200,0,shops-dual-listing,0,0,https://foodpanda.pk/restaurant/k40c/shops-dual-listing,IGNORE ACCOUNT,+923342078138,+923342078138,"bakery, bakery_and_dessert",platform_delivery,true,false,false,true,false,false,false,false
Waqar Biryani House,9287,193,"Shop # 07, Abul Hassan Isphani Road, Paradise Chowk, Gulshan-e-Iqbal",ce0uy,Waqar Biryani House,nkqt,"Pulao, Pakistani, Biryani, Desserts",https://images.deliveryhero.io/image/fd-pk/LH/t4wo-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/t4wo-listing.jpg,24.942831,67.096723,17030,180,160,0,10,74600,4.3,waqar-biryani-house,10255,16872,https://foodpanda.pk/restaurant/t4wo/waqar-biryani-house,Wahaj Ali Khan,,+923333085385,restaurants,dine_in,true,false,false,true,true,false,false,false
Waqar Biryani House,9287,193,"Shop # 07, Abul Hassan Isphani Road, Paradise Chowk, Gulshan-e-Iqbal",ce0uy,Waqar Biryani House,nkqt,"Pulao, Pakistani, Biryani, Desserts",https://images.deliveryhero.io/image/fd-pk/LH/t4wo-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/t4wo-listing.jpg,24.942831,67.096723,17030,180,160,0,10,74600,4.3,waqar-biryani-house,10255,16872,https://foodpanda.pk/restaurant/t4wo/waqar-biryani-house,Wahaj Ali Khan,,+923333085385,restaurants,dine_in,true,false,false,true,true,false,false,false
Meet & Eat,93391,86,"House No 124/A, Shop No 01, Near choti masjid Dehli colony, clifton karachi",,,,"Wraps & Rolls, Beverages, Pasta, Shawarma, Sandwiches, Chinese, Burgers, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/plqo-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/plqo-listing.jpg,24.8328034,67.0422703,0,,,0,15,75600,1,meet-and-eat,1,6833,https://foodpanda.pk/restaurant/plqo/meet-and-eat,MUHAMMAD SHARAFAT ALI,+923404898939,+923404898939,restaurants,dine_in,true,false,false,true,true,false,false,false
Meet & Eat,93391,86,"House No 124/A, Shop No 01, Near choti masjid Dehli colony, clifton karachi",,,,"Wraps & Rolls, Beverages, Pasta, Shawarma, Sandwiches, Chinese, Burgers, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/plqo-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/plqo-listing.jpg,24.8328034,67.0422703,0,,,0,15,75600,1,meet-and-eat,1,6833,https://foodpanda.pk/restaurant/plqo/meet-and-eat,MUHAMMAD SHARAFAT ALI,+923404898939,+923404898939,restaurants,dine_in,true,false,false,true,true,false,false,false
Qadri Zaiqa Haleem - North Karachi,76865,139,R-5 Sec 5c4 near Askari Grammar School North Karachi,,,,Pakistani,https://images.deliveryhero.io/image/fd-pk/LH/btiw-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/btiw-listing.jpg,24.9871473,67.065287,0,,,0,15,71500,4.5,qadri-zaiqa-haleem-north-karachi,269,12862,https://foodpanda.pk/restaurant/btiw/qadri-zaiqa-haleem-north-karachi,Muhammad Raza,+923110209602,+923110209602,"beverages, restaurants",dine_in,true,false,false,true,true,false,false,false
Qadri Zaiqa Haleem - North Karachi,76865,139,R-5 Sec 5c4 near Askari Grammar School North Karachi,,,,Pakistani,https://images.deliveryhero.io/image/fd-pk/LH/btiw-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/btiw-listing.jpg,24.9871473,67.065287,0,,,0,15,71500,4.5,qadri-zaiqa-haleem-north-karachi,269,12862,https://foodpanda.pk/restaurant/btiw/qadri-zaiqa-haleem-north-karachi,Muhammad Raza,+923110209602,+923110209602,"beverages, restaurants",dine_in,true,false,false,true,true,false,false,false
Raziqeen,33705,84,"Shop Number 8, Bihar Muslim Society Besides Mehak Fast Food BMCHS Sharafabad, Karachi",,,,Desserts,https://images.deliveryhero.io/image/fd-pk/LH/v2lv-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/v2lv-listing.jpg,24.8826422,67.0655983,0,,,0,12,75400,3.8,raziqeen,489,11845,https://foodpanda.pk/restaurant/v2lv/raziqeen,MUHAMMIL,,+923322300600,restaurants,dine_in,true,false,false,true,true,false,false,false
Raziqeen,33705,84,"Shop Number 8, Bihar Muslim Society Besides Mehak Fast Food BMCHS Sharafabad, Karachi",,,,Desserts,https://images.deliveryhero.io/image/fd-pk/LH/v2lv-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/v2lv-listing.jpg,24.8826422,67.0655983,0,,,0,12,75400,3.8,raziqeen,489,11845,https://foodpanda.pk/restaurant/v2lv/raziqeen,MUHAMMIL,,+923322300600,restaurants,dine_in,true,false,false,true,true,false,false,false
Rehman Biryani - Karachi Ki Mashoor Biryani,76664,193,"Shop No. 6, Muhammad Bin Qasim Rd, Aram Bagh, Karachi.",,,,"Pulao, Biryani",https://images.deliveryhero.io/image/fd-pk/LH/jbny-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/jbny-listing.jpg,24.85573311,67.01524511,0,,,0,15,74400,3.6,rehman-biryani-karachi-ki-mashoor-biryani,151,0,https://foodpanda.pk/restaurant/jbny/rehman-biryani-karachi-ki-mashoor-biryani,Omair Malik,+923330550559,+923330550559,restaurants,dine_in,true,false,false,true,true,false,false,false
Rehman Biryani - Karachi Ki Mashoor Biryani,76664,193,"Shop No. 6, Muhammad Bin Qasim Rd, Aram Bagh, Karachi.",,,,"Pulao, Biryani",https://images.deliveryhero.io/image/fd-pk/LH/jbny-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/jbny-listing.jpg,24.85573311,67.01524511,0,,,0,15,74400,3.6,rehman-biryani-karachi-ki-mashoor-biryani,151,0,https://foodpanda.pk/restaurant/jbny/rehman-biryani-karachi-ki-mashoor-biryani,Omair Malik,+923330550559,+923330550559,restaurants,dine_in,true,false,false,true,true,false,false,false
Kababjees Fried Chicken - PECHS,93959,86,64/S BLOCK 2 PECHS,cx9eu,Kababjees Fried Chicken,zz2f,"Beverages, Burgers, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/s378-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/s378-listing.jpg,24.8722528,67.0526938,17030,180,160,0,25,PECHS,4.2,kababjees-fried-chicken-pechs,420,15678,https://foodpanda.pk/restaurant/s378/kababjees-fried-chicken-pechs,Kababjees,+922138402003,+922138402003,restaurants,platform_delivery,true,false,false,true,true,false,false,false
Kababjees Fried Chicken - PECHS,93959,86,64/S BLOCK 2 PECHS,cx9eu,Kababjees Fried Chicken,zz2f,"Beverages, Burgers, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/s378-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/s378-listing.jpg,24.8722528,67.0526938,17030,180,160,0,25,PECHS,4.2,kababjees-fried-chicken-pechs,420,15678,https://foodpanda.pk/restaurant/s378/kababjees-fried-chicken-pechs,Kababjees,+922138402003,+922138402003,restaurants,platform_delivery,true,false,false,true,true,false,false,false
La Place Du Burger,23651,139,Shop#L_19 sector 11C/1 north karach,,,,"Wraps & Rolls, Pakistani, Sandwiches, Burgers",https://images.deliveryhero.io/image/fd-pk/LH/n3fo-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/n3fo-listing.jpg,24.9720021,67.062582,0,,,0,12,75850,3.8,la-place-du-burger,631,0,https://foodpanda.pk/restaurant/n3fo/la-place-du-burger,MUHAMMAD DANIYAL ALI ZAI,+923332265084,+923332265084,restaurants,dine_in,true,false,false,true,true,false,false,false
La Place Du Burger,23651,139,Shop#L_19 sector 11C/1 north karach,,,,"Wraps & Rolls, Pakistani, Sandwiches, Burgers",https://images.deliveryhero.io/image/fd-pk/LH/n3fo-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/n3fo-listing.jpg,24.9720021,67.062582,0,,,0,12,75850,3.8,la-place-du-burger,631,0,https://foodpanda.pk/restaurant/n3fo/la-place-du-burger,MUHAMMAD DANIYAL ALI ZAI,+923332265084,+923332265084,restaurants,dine_in,true,false,false,true,true,false,false,false
HeyDay - Dolmen Mall Clifton,36420,89,"Food Court, 2nd Floor, Sindbad Walkway Corridor, Marine Drive, The Harbour Front, Dolmen City, HC-3, Block-4، Block 4 Clifton, Karachi",ca4zv,HeyDay,n0qn,"Ice Cream, Shakes, Beverages",https://images.deliveryhero.io/image/fd-pk/LH/w5oy-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/w5oy-listing.jpg,24.8026733,67.0288383,17015,180,160,0,20,75500,2.4,heyday-dolmen-mall-clifton,91,9240,https://foodpanda.pk/restaurant/w5oy/heyday-dolmen-mall-clifton,A.R INTERNATIONAL,+923212899834,+923099318584,restaurants,dine_in,true,false,false,true,true,false,false,false
HeyDay - Dolmen Mall Clifton,36420,89,"Food Court, 2nd Floor, Sindbad Walkway Corridor, Marine Drive, The Harbour Front, Dolmen City, HC-3, Block-4، Block 4 Clifton, Karachi",ca4zv,HeyDay,n0qn,"Ice Cream, Shakes, Beverages",https://images.deliveryhero.io/image/fd-pk/LH/w5oy-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/w5oy-listing.jpg,24.8026733,67.0288383,17015,180,160,0,20,75500,2.4,heyday-dolmen-mall-clifton,91,9240,https://foodpanda.pk/restaurant/w5oy/heyday-dolmen-mall-clifton,A.R INTERNATIONAL,+923212899834,+923099318584,restaurants,dine_in,true,false,false,true,true,false,false,false
Spicy Grill Fast Food,19376,86,"Shop#1 & 2 Plot no. SC-16 block-H North Nazimabad, Karachi",,,,"Wraps & Rolls, BBQ, Burgers, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/u7za-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/u7za-listing.jpg,24.9389117,67.0523907,0,,,0,12,75850,3.7,spicy-grill-fast-food,742,7940,https://foodpanda.pk/restaurant/u7za/spicy-grill-fast-food,Pervaiz Khan,,+923002622813,restaurants,dine_in,true,false,false,true,true,false,false,false
Spicy Grill Fast Food,19376,86,"Shop#1 & 2 Plot no. SC-16 block-H North Nazimabad, Karachi",,,,"Wraps & Rolls, BBQ, Burgers, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/u7za-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/u7za-listing.jpg,24.9389117,67.0523907,0,,,0,12,75850,3.7,spicy-grill-fast-food,742,7940,https://foodpanda.pk/restaurant/u7za/spicy-grill-fast-food,Pervaiz Khan,,+923002622813,restaurants,dine_in,true,false,false,true,true,false,false,false
Agha Juice - Block A,43559,89,"Allama Iqbal Road, Block A North Nazimabad Town, Karachi, Karachi City, Sindh 74600",cc2wx,Healthy Blends - Gulzar-E-Hijri,w5nt,"Ice Cream, Shakes, Beverages, Desserts",https://images.deliveryhero.io/image/fd-pk/LH/b0gf-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/b0gf-listing.jpg,24.926216,67.03175785,17010,180,160,0,10,74600,4.1,agha-juice-block-a,375,12076,https://foodpanda.pk/restaurant/b0gf/agha-juice-block-a,ZAKIR ABBAS,+923175419670,+923175419670,restaurants,dine_in,true,false,false,true,true,false,false,false
Agha Juice - Block A,43559,89,"Allama Iqbal Road, Block A North Nazimabad Town, Karachi, Karachi City, Sindh 74600",cc2wx,Healthy Blends - Gulzar-E-Hijri,w5nt,"Ice Cream, Shakes, Beverages, Desserts",https://images.deliveryhero.io/image/fd-pk/LH/b0gf-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/b0gf-listing.jpg,24.926216,67.03175785,17010,180,160,0,10,74600,4.1,agha-juice-block-a,375,12076,https://foodpanda.pk/restaurant/b0gf/agha-juice-block-a,ZAKIR ABBAS,+923175419670,+923175419670,restaurants,dine_in,true,false,false,true,true,false,false,false
Al Naz Biryani - Clifton Block 9,84504,139,Zamzama Clifton block 9 Dhelhe wala food street karachi,cx1sl,Al Naz Biryani- Boat Basin,jd61,"Pulao, Pakistani, Desserts",https://images.deliveryhero.io/image/fd-pk/LH/jd61-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/jd61-listing.jpg,24.82687795,67.0359804,17005,180,160,0,5,75500,3.3,al-naz-biryani-clifton-block-9,122,11479,https://foodpanda.pk/restaurant/jd61/al-naz-biryani-clifton-block-9,IMRAN KHAN,+923474008782,+923102775362,restaurants,dine_in,true,false,false,true,true,false,false,false
Al Naz Biryani - Clifton Block 9,84504,139,Zamzama Clifton block 9 Dhelhe wala food street karachi,cx1sl,Al Naz Biryani- Boat Basin,jd61,"Pulao, Pakistani, Desserts",https://images.deliveryhero.io/image/fd-pk/LH/jd61-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/jd61-listing.jpg,24.82687795,67.0359804,17005,180,160,0,5,75500,3.3,al-naz-biryani-clifton-block-9,122,11479,https://foodpanda.pk/restaurant/jd61/al-naz-biryani-clifton-block-9,IMRAN KHAN,+923474008782,+923102775362,restaurants,dine_in,true,false,false,true,true,false,false,false
Pizza Origin,28890,73,23-D Shahbaz lane 4 DHA phase 6 Karachi,cu4yt,Pizza Origin,v2pe,"Pakistani, Pizza, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/v2pe-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/v2pe-listing.jpg,24.79561825,67.04994186,17015,180,160,0,15,75500,3.7,pizza-origin,608,11290,https://foodpanda.pk/restaurant/v2pe/pizza-origin,GUJRAT DAIRIES,,+923003373619,restaurants,dine_in,true,false,false,true,true,false,false,false
Pizza Origin,28890,73,23-D Shahbaz lane 4 DHA phase 6 Karachi,cu4yt,Pizza Origin,v2pe,"Pakistani, Pizza, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/v2pe-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/v2pe-listing.jpg,24.79561825,67.04994186,17015,180,160,0,15,75500,3.7,pizza-origin,608,11290,https://foodpanda.pk/restaurant/v2pe/pizza-origin,GUJRAT DAIRIES,,+923003373619,restaurants,dine_in,true,false,false,true,true,false,false,false
Vape Streets,86241,0,"Block 13/A Block 13 A Gulshan-e-Iqbal, Karachi, Karachi City, Sindh 75300",,,,,https://images.deliveryhero.io/image/fd-pk/LH/yfo6-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/yfo6-listing.jpg,24.90449435,67.0776585,17020,180,160,0,10,75400,0,vape-streets,0,0,https://foodpanda.pk/restaurant/yfo6/vape-streets,Mehmood Kalhoro,,+923080001070,"electronics, tobacco",platform_delivery,true,false,false,true,false,false,false,false
Vape Streets,86241,0,"Block 13/A Block 13 A Gulshan-e-Iqbal, Karachi, Karachi City, Sindh 75300",,,,,https://images.deliveryhero.io/image/fd-pk/LH/yfo6-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/yfo6-listing.jpg,24.90449435,67.0776585,17020,180,160,0,10,75400,0,vape-streets,0,0,https://foodpanda.pk/restaurant/yfo6/vape-streets,Mehmood Kalhoro,,+923080001070,"electronics, tobacco",platform_delivery,true,false,false,true,false,false,false,false
Agharugullah Juice,22173,89,Shop# A-1 Gulzar e hijri road Near Paradise bakery besides Apple Banquet Karachi Sindh,,,,"Ice Cream, Shakes, Beverages",https://images.deliveryhero.io/image/fd-pk/LH/n3jb-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/n3jb-listing.jpg,24.9457631,67.1003623,17030,180,160,0,10,75330,4.2,agharugullah-juice,1309,12361,https://foodpanda.pk/restaurant/n3jb/agharugullah-juice,Ahmed Zia,,+923431127112,restaurants,dine_in,true,false,false,true,true,false,false,false
Agharugullah Juice,22173,89,Shop# A-1 Gulzar e hijri road Near Paradise bakery besides Apple Banquet Karachi Sindh,,,,"Ice Cream, Shakes, Beverages",https://images.deliveryhero.io/image/fd-pk/LH/n3jb-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/n3jb-listing.jpg,24.9457631,67.1003623,17030,180,160,0,10,75330,4.2,agharugullah-juice,1309,12361,https://foodpanda.pk/restaurant/n3jb/agharugullah-juice,Ahmed Zia,,+923431127112,restaurants,dine_in,true,false,false,true,true,false,false,false
K Pav,84240,139,e3/1/1 First Gizri Lane,,,,"Beverages, Savouries, Paratha, Pakistani, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/nwog-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/nwog-listing.jpg,24.82642495,67.0508681,17015,180,160,0,15,7899877,3.7,k-pav,179,21480,https://foodpanda.pk/restaurant/nwog/k-pav,K PAV,+923002021116,+923007285728,"beverages, drinks, restaurants, convenience, snacks_and_sweets, home_based_kitchen, bakery_and_dessert",dine_in,true,false,false,true,false,false,false,false
K Pav,84240,139,e3/1/1 First Gizri Lane,,,,"Beverages, Savouries, Paratha, Pakistani, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/nwog-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/nwog-listing.jpg,24.82642495,67.0508681,17015,180,160,0,15,7899877,3.7,k-pav,179,21480,https://foodpanda.pk/restaurant/nwog/k-pav,K PAV,+923002021116,+923007285728,"beverages, drinks, restaurants, convenience, snacks_and_sweets, home_based_kitchen, bakery_and_dessert",dine_in,true,false,false,true,false,false,false,false
Ice King - North Nazimabad,32338,110,28 Qasr-e-Fatema Barkat-e-Haidry Block E North Nazimabad Karachi,,,,"Ice Cream, Desserts",https://images.deliveryhero.io/image/fd-pk/LH/v2ox-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/v2ox-listing.jpg,24.937066,67.039602,17015,180,160,0,5,74600,4.4,ice-king-north-nazimabad,2622,19500,https://foodpanda.pk/restaurant/v2ox/ice-king-north-nazimabad,MUHAMMADI,,+923003523052,"restaurants, home_based_kitchen",platform_delivery,true,false,false,true,false,false,false,false
Ice King - North Nazimabad,32338,110,28 Qasr-e-Fatema Barkat-e-Haidry Block E North Nazimabad Karachi,,,,"Ice Cream, Desserts",https://images.deliveryhero.io/image/fd-pk/LH/v2ox-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/v2ox-listing.jpg,24.937066,67.039602,17015,180,160,0,5,74600,4.4,ice-king-north-nazimabad,2622,19500,https://foodpanda.pk/restaurant/v2ox/ice-king-north-nazimabad,MUHAMMADI,,+923003523052,"restaurants, home_based_kitchen",platform_delivery,true,false,false,true,false,false,false,false
AJ'S Café,73535,139,Qasre Hussaina building more street Pakistan Chowk Karachi house no 5A - 2 Pakistan,,,,"Continental, Pakistani, Biryani, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/u105-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/u105-listing.jpg,24.854027,67.01060665,17005,180,160,0,10,78996633,3.9,ajs-cafe,511,17810,https://foodpanda.pk/restaurant/u105/ajs-cafe,SHER BANO,+923243244780,+923243244780,"restaurants, home_based_kitchen",platform_delivery,true,false,false,true,true,false,false,false
AJ'S Café,73535,139,Qasre Hussaina building more street Pakistan Chowk Karachi house no 5A - 2 Pakistan,,,,"Continental, Pakistani, Biryani, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/u105-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/u105-listing.jpg,24.854027,67.01060665,17005,180,160,0,10,78996633,3.9,ajs-cafe,511,17810,https://foodpanda.pk/restaurant/u105/ajs-cafe,SHER BANO,+923243244780,+923243244780,"restaurants, home_based_kitchen",platform_delivery,true,false,false,true,true,false,false,false
Pinch & co,79122,74,"Park Lane,  Park Lane Pinch & co Noor jahan market",,,,"Beverages, Chinese, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/iyc8-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/iyc8-listing.jpg,24.8226677,67.0277055,17015,180,160,0,15,74000,4.5,pinch-and-co,38,12323,https://foodpanda.pk/restaurant/iyc8/pinch-and-co,Pinch & co,+923402084596,+923402084596,restaurants,dine_in,true,false,false,true,true,false,false,false
Pinch & co,79122,74,"Park Lane,  Park Lane Pinch & co Noor jahan market",,,,"Beverages, Chinese, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/iyc8-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/iyc8-listing.jpg,24.8226677,67.0277055,17015,180,160,0,15,74000,4.5,pinch-and-co,38,12323,https://foodpanda.pk/restaurant/iyc8/pinch-and-co,Pinch & co,+923402084596,+923402084596,restaurants,dine_in,true,false,false,true,true,false,false,false
House of Khausa,43283,139,R-129 sector 15-A/4 bufferzone Karachi,,,,"Beverages, Pakistani, Desserts, Burgers, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/b8wy-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/b8wy-listing.jpg,24.961656,67.070243,0,,,0,20,75850,3.9,house-of-khausa,297,10622,https://foodpanda.pk/restaurant/b8wy/house-of-khausa,AYESHA SHAMOON,,+923333177337,"beverages, bakery, drinks, restaurants, convenience, snacks_and_sweets, bakery_and_dessert, home_based_kitchen",platform_delivery,true,false,false,true,false,false,false,false
House of Khausa,43283,139,R-129 sector 15-A/4 bufferzone Karachi,,,,"Beverages, Pakistani, Desserts, Burgers, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/b8wy-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/b8wy-listing.jpg,24.961656,67.070243,0,,,0,20,75850,3.9,house-of-khausa,297,10622,https://foodpanda.pk/restaurant/b8wy/house-of-khausa,AYESHA SHAMOON,,+923333177337,"beverages, bakery, drinks, restaurants, convenience, snacks_and_sweets, bakery_and_dessert, home_based_kitchen",platform_delivery,true,false,false,true,false,false,false,false
Crazie Chef,78745,139,"R761, Hussainabad federal B Area Block 3 near Hussaini bakery",,,,"Beverages, Savouries, Paratha, Pakistani, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/y3ho-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/y3ho-listing.jpg,24.9178765,67.055446,17025,180,160,0,15,75300,4,crazie-chef,489,13332,https://foodpanda.pk/restaurant/y3ho/crazie-chef,CRAZIE CHEF,saeedganatra@gmail.com,+923332293904,"restaurants, home_based_kitchen",platform_delivery,true,false,false,true,true,false,false,false
